RegionName,State,Metro,avg_rent
Stanwood,WA,"Seattle-Tacoma-Bellevue, WA",2259.4772569726474
Issaquah,WA,"Seattle-Tacoma-Bellevue, WA",2259.392704656138
Pataskala,OH,"Columbus, OH",2259.057174858714
New Brunswick,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2258.48420168676
Glastonbury,CT,"Hartford-East Hartford-Middletown, CT",2258.4447431896224
Lincolnia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2257.8935008230674
Ambler,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2257.3648419070023
Chelmsford,MA,"Boston-Cambridge-Newton, MA-NH",2257.3371484223603
Waddell,AZ,"Phoenix-Mesa-Chandler, AZ",2256.9118297153473
Santee,CA,"San Diego-Chula Vista-Carlsbad, CA",2256.8906758901285
Moriches,NY,"New York-Newark-Jersey City, NY-NJ-PA",2253.0555846950515
Clifton,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2250.278606112892
Woodbury,CT,"Torrington, CT",2250.0
Niles,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2250.0
Santa Clarita,CA,"Los Angeles-Long Beach-Anaheim, CA",2249.559017604707
Greenbelt,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2249.311572155841
Linden,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2249.2743451124966
Paramount,CA,"Los Angeles-Long Beach-Anaheim, CA",2247.8411946482693
Dracut,MA,"Boston-Cambridge-Newton, MA-NH",2247.5
Windsor,CO,"Greeley, CO",2246.2101621332376
Port Townsend,WA,,2245.653453501144
Macomb,MI,"Detroit-Warren-Dearborn, MI",2242.7518214206634
South Pasadena,CA,"Los Angeles-Long Beach-Anaheim, CA",2242.7236093112588
Fate,TX,"Dallas-Fort Worth-Arlington, TX",2242.3464007315188
Doral,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2242.236172761951
Port Saint Lucie,FL,"Port St. Lucie, FL",2241.314587663052
Rohnert Park,CA,"Santa Rosa-Petaluma, CA",2240.525808360445
Groveland,FL,"Orlando-Kissimmee-Sanford, FL",2237.2632669605973
Madera,CA,"Madera, CA",2236.802713457163
Covington,WA,"Seattle-Tacoma-Bellevue, WA",2235.902773615833
Wilton Manors,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2235.768985392944
Harrison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2235.559179742972
Crofton,MD,"Baltimore-Columbia-Towson, MD",2234.1461993289577
Rancho Cucamonga,CA,"Riverside-San Bernardino-Ontario, CA",2232.3887932527005
Bellevue,WA,"Seattle-Tacoma-Bellevue, WA",2231.747811524579
Mansfield,MA,"Providence-Warwick, RI-MA",2230.571206638513
Punta Gorda,FL,"Punta Gorda, FL",2228.1524745468905
Downers Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2227.851571059001
Temecula,CA,"Riverside-San Bernardino-Ontario, CA",2225.939383113837
California,MD,"California-Lexington Park, MD",2225.0
Ridgefield,WA,"Portland-Vancouver-Hillsboro, OR-WA",2224.379774888632
Bolingbrook,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2221.9772056277307
Branford,CT,"New Haven-Milford, CT",2221.92531004687
Smithville,MO,"Kansas City, MO-KS",2220.0
Orono,ME,"Bangor, ME",2220.0
Oceanside,CA,"San Diego-Chula Vista-Carlsbad, CA",2219.4928717668063
Bloomfield,CT,"Hartford-East Hartford-Middletown, CT",2217.7557361158083
Rancho Santa Margarita,CA,"Los Angeles-Long Beach-Anaheim, CA",2217.3865264223864
South Portland,ME,"Portland-South Portland, ME",2216.684842003308
Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2216.2910791908294
Shingle Springs,CA,"Sacramento-Roseville-Folsom, CA",2216.2872833536044
Hudson,NY,"Hudson, NY",2213.774549399878
Collegeville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2213.410429693801
Parsippany,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2212.9351756721303
Liberty Hill,TX,"Austin-Round Rock-Georgetown, TX",2211.8757592571615
Dover,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2208.760127475951
San Leandro,CA,"San Francisco-Oakland-Berkeley, CA",2207.0072824611025
Star,ID,"Boise City, ID",2206.393210631554
Hayden,ID,"Coeur d'Alene, ID",2206.033129271955
Blacklick,OH,"Columbus, OH",2205.225914072907
Arlington,MA,"Boston-Cambridge-Newton, MA-NH",2204.821061819249
Bozeman,MT,"Bozeman, MT",2202.507875656905
Antioch,CA,"San Francisco-Oakland-Berkeley, CA",2201.987232004367
Johnstown,OH,"Columbus, OH",2200.0994609373665
Warrenton,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2200.0
Valparaiso,FL,"Crestview-Fort Walton Beach-Destin, FL",2200.0
Ayer,MA,"Boston-Cambridge-Newton, MA-NH",2200.0
Hershey,PA,"Harrisburg-Carlisle, PA",2200.0
Bunker Hill,WV,"Hagerstown-Martinsburg, MD-WV",2200.0
Mc Leansville,NC,"Greensboro-High Point, NC",2199.0
Sebastian,FL,"Sebastian-Vero Beach, FL",2198.1104353583
McLean,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2197.358264909868
Moncks Corner,SC,"Charleston-North Charleston, SC",2196.8348869646206
Royse City,TX,"Dallas-Fort Worth-Arlington, TX",2196.6393271200886
Farmington,CT,"Hartford-East Hartford-Middletown, CT",2196.5435921173867
Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA",2194.1579622182976
Glenn Heights,TX,"Dallas-Fort Worth-Arlington, TX",2193.5252773568886
West Melbourne,FL,"Palm Bay-Melbourne-Titusville, FL",2191.7877188952366
Ardmore,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2190.753559237524
East Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",2190.213310713242
Bryn Mawr,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2187.188728468606
Macungie,PA,"Allentown-Bethlehem-Easton, PA-NJ",2183.796698147564
Lavon,TX,"Dallas-Fort Worth-Arlington, TX",2183.5
Wahiawa,HI,"Urban Honolulu, HI",2182.736787539634
Fullerton,CA,"Los Angeles-Long Beach-Anaheim, CA",2182.437834235822
Park Ridge,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2181.852385560678
Willimantic,CT,"Worcester, MA-CT",2180.078666766609
Middleborough,MA,"Boston-Cambridge-Newton, MA-NH",2179.166666666667
West Linn,OR,"Portland-Vancouver-Hillsboro, OR-WA",2178.9944456597077
Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2178.712523604993
West Dundee,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2177.258774295933
Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2176.790118006338
Lake Park,NC,"Charlotte-Concord-Gastonia, NC-SC",2175.0
Brookfield,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2174.5
Nokomis,FL,"North Port-Sarasota-Bradenton, FL",2172.399328004563
Lynden,WA,"Bellingham, WA",2172.271526181828
North Wales,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2170.976575748006
Lakeway,TX,"Austin-Round Rock-Georgetown, TX",2170.4190074863627
Hackensack,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2167.168005572939
Santa Rosa,CA,"Santa Rosa-Petaluma, CA",2165.1011407176593
Westbrook,ME,"Portland-South Portland, ME",2164.805866767522
Washougal,WA,"Portland-Vancouver-Hillsboro, OR-WA",2163.9752409131456
Navarre,FL,"Pensacola-Ferry Pass-Brent, FL",2162.8044527034676
Maineville,OH,"Cincinnati, OH-KY-IN",2162.0283331853925
Hernando,MS,"Memphis, TN-MS-AR",2160.0032348394625
Miami Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2159.9875243305373
Oxnard,CA,"Oxnard-Thousand Oaks-Ventura, CA",2159.4754005474783
East Brunswick,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2158.5839265385857
Monterey Park,CA,"Los Angeles-Long Beach-Anaheim, CA",2158.019420293074
La Quinta,CA,"Riverside-San Bernardino-Ontario, CA",2157.651592940273
Wellington,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2156.981683760975
Somerville,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2156.6923945262442
Elmwood,LA,"New Orleans-Metairie, LA",2156.5347829745388
Glenview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2154.8500579828906
Itasca,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2154.832823676761
Amelia,OH,"Cincinnati, OH-KY-IN",2154.7314699110166
The Villages,FL,"The Villages, FL",2153.863366489643
Bridgewater,MA,"Boston-Cambridge-Newton, MA-NH",2152.724323637425
Stephens City,VA,"Winchester, VA-WV",2152.03215665856
Edison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2151.880373645428
Woodland,CA,"Sacramento-Roseville-Folsom, CA",2150.6541130850455
Union,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2150.012900558417
Imperial,PA,"Pittsburgh, PA",2150.0
Anna,TX,"Dallas-Fort Worth-Arlington, TX",2149.007824381861
Dewitt,MI,"Lansing-East Lansing, MI",2149.0
Wappingers Falls,NY,"Poughkeepsie-Newburgh-Middletown, NY",2148.625003566844
Kirkland,WA,"Seattle-Tacoma-Bellevue, WA",2147.9490610225307
Mequon,WI,"Milwaukee-Waukesha, WI",2147.2775043714696
Hesperia,CA,"Riverside-San Bernardino-Ontario, CA",2147.0112020372244
Carpentersville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2142.1797501702476
Montgomery Village,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2142.1478254033295
Plainville,MA,"Boston-Cambridge-Newton, MA-NH",2142.1428571428573
Saline,MI,"Ann Arbor, MI",2140.7804782562544
Doctor Phillips,FL,"Orlando-Kissimmee-Sanford, FL",2138.293239539721
Waxhaw,NC,"Charlotte-Concord-Gastonia, NC-SC",2138.0344603326234
Grayson,GA,"Atlanta-Sandy Springs-Alpharetta, GA",2137.197714102215
Shrewsbury,MA,"Worcester, MA-CT",2136.5969094422394
Golden Glades,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2135.727518334002
Saratoga Springs,UT,"Provo-Orem, UT",2135.6880293398185
McMinnville,OR,"Portland-Vancouver-Hillsboro, OR-WA",2135.034556354212
Commerce City,CO,"Denver-Aurora-Lakewood, CO",2134.5610165287626
Eagle Mountain,UT,"Provo-Orem, UT",2134.2547343522556
Huntington Park,CA,"Los Angeles-Long Beach-Anaheim, CA",2133.0784443423445
Kenmore,WA,"Seattle-Tacoma-Bellevue, WA",2132.2929052227237
San Pablo,CA,"San Francisco-Oakland-Berkeley, CA",2132.2461706489353
Pearl City,HI,"Urban Honolulu, HI",2131.168821008061
Warren,RI,"Providence-Warwick, RI-MA",2131.048144889061
Flagler Beach,FL,"Deltona-Daytona Beach-Ormond Beach, FL",2130.7410710286886
Concord,CA,"San Francisco-Oakland-Berkeley, CA",2129.3377274727627
Grass Valley,CA,"Truckee-Grass Valley, CA",2129.1278130814662
Weaverville,NC,"Asheville, NC",2127.5897391882495
Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA",2127.271711281833
Rosharon,TX,"Houston-The Woodlands-Sugar Land, TX",2126.6352996825913
Sugar Hill,GA,"Atlanta-Sandy Springs-Alpharetta, GA",2124.932437648201
Fredericksburg,TX,"Fredericksburg, TX",2124.3696881366527
Venus,TX,"Dallas-Fort Worth-Arlington, TX",2123.4264872570943
Alpine,CA,"San Diego-Chula Vista-Carlsbad, CA",2123.0985670480486
Cumberland,RI,"Providence-Warwick, RI-MA",2121.9650255189995
Ponte Vedra,FL,"Jacksonville, FL",2121.760304521432
Camp Springs,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2121.317454386445
Menifee,CA,"Riverside-San Bernardino-Ontario, CA",2119.894095323885
Hanover,MD,"Baltimore-Columbia-Towson, MD",2118.3895434932856
Odenton,MD,"Baltimore-Columbia-Towson, MD",2118.0070748149815
Boca Raton,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2117.7250252777876
Villa Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2117.4844603781567
Rahway,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2117.069798226843
Whitestown,IN,"Indianapolis-Carmel-Anderson, IN",2116.728211460319
Kalispell,MT,"Kalispell, MT",2116.621792165935
Yonkers,NY,"New York-Newark-Jersey City, NY-NJ-PA",2115.4803268504656
Prospect,KY,"Louisville/Jefferson County, KY-IN",2115.1409394189714
Yucaipa,CA,"Riverside-San Bernardino-Ontario, CA",2114.7910380994294
Garden Grove,CA,"Los Angeles-Long Beach-Anaheim, CA",2113.1737119592285
Chapin,SC,"Columbia, SC",2112.5674084328502
Weldon Spring,MO,"St. Louis, MO-IL",2110.0
Auburn,CA,"Sacramento-Roseville-Folsom, CA",2107.88432043088
Lehi,UT,"Provo-Orem, UT",2106.8873852099036
Chelsea,MA,"Boston-Cambridge-Newton, MA-NH",2106.407195801766
North Ridgeville,OH,"Cleveland-Elyria, OH",2106.0
Bonney Lake,WA,"Seattle-Tacoma-Bellevue, WA",2105.898428522815
Rotonda West,FL,"Punta Gorda, FL",2105.3510231495393
Spencerport,NY,"Rochester, NY",2105.0
Brockton,MA,"Boston-Cambridge-Newton, MA-NH",2103.7279467191233
Ranlo,NC,"Charlotte-Concord-Gastonia, NC-SC",2102.8447343542884
Nutley,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2102.643395054803
Mililani,HI,"Urban Honolulu, HI",2102.542935630968
Rincon,GA,"Savannah, GA",2102.119441624726
Langhorne,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2101.8415781664357
Canton,MS,"Jackson, MS",2100.0
Benicia,CA,"Vallejo, CA",2099.9368004959933
Peculiar,MO,"Kansas City, MO-KS",2099.0
Oldsmar,FL,"Tampa-St. Petersburg-Clearwater, FL",2098.4545869817953
Palm Springs,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2098.081378124358
Vista,CA,"San Diego-Chula Vista-Carlsbad, CA",2097.890472906296
Vacaville,CA,"Vallejo, CA",2096.896318216451
Elmhurst,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2096.887879597411
Middletown,NY,"Poughkeepsie-Newburgh-Middletown, NY",2096.071020231929
Yorkville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2095.0
Honolulu,HI,"Urban Honolulu, HI",2094.5183411329044
Malvern,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2093.9786072511615
North Attleboro,MA,"Providence-Warwick, RI-MA",2093.960530545763
Folsom,CA,"Sacramento-Roseville-Folsom, CA",2093.3944058710026
Gulf Breeze,FL,"Pensacola-Ferry Pass-Brent, FL",2092.6620260384116
Naples,FL,"Naples-Marco Island, FL",2092.0460841766107
Johnstown,CO,"Greeley, CO",2090.641974653511
Highlands Ranch,CO,"Denver-Aurora-Lakewood, CO",2090.042856247361
Elk Grove,CA,"Sacramento-Roseville-Folsom, CA",2089.8633355717047
Belle Haven,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2089.720662514697
Rocklin,CA,"Sacramento-Roseville-Folsom, CA",2089.3278047713607
Thompsons Station,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",2088.081313793202
Fairview,TX,"Dallas-Fort Worth-Arlington, TX",2087.9603515855183
Westlake,OH,"Cleveland-Elyria, OH",2087.289322836123
Monterey,CA,"Salinas, CA",2086.0175549995897
Dania Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2085.3145303155125
Oconomowoc,WI,"Milwaukee-Waukesha, WI",2084.983156653641
Glenside,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2083.48253161825
Bristol,RI,"Providence-Warwick, RI-MA",2082.6567546558285
Lakewood Ranch,FL,"North Port-Sarasota-Bradenton, FL",2082.6072422756333
Huntingdon Valley,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2082.2165049870996
Ripon,CA,"Stockton, CA",2082.1126279843234
Alhambra,CA,"Los Angeles-Long Beach-Anaheim, CA",2080.895210997672
Dawsonville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",2080.893613644669
Salem,MA,"Boston-Cambridge-Newton, MA-NH",2079.76010189754
Stratford,CT,"Bridgeport-Stamford-Norwalk, CT",2079.2785853016726
Supply,NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2079.0
Superior,CO,"Boulder, CO",2078.0451107445865
Midlothian,TX,"Dallas-Fort Worth-Arlington, TX",2077.3180602470898
Loma Linda,CA,"Riverside-San Bernardino-Ontario, CA",2077.211817991413
Greater Northdale,FL,"Tampa-St. Petersburg-Clearwater, FL",2076.7903009248053
Breinigsville,PA,"Allentown-Bethlehem-Easton, PA-NJ",2076.7446720278754
Willow Grove,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2075.7904032021543
Edgewater,FL,"Deltona-Daytona Beach-Ormond Beach, FL",2075.47837726107
Queen Creek,AZ,"Phoenix-Mesa-Chandler, AZ",2075.2404179632226
Redmond,WA,"Seattle-Tacoma-Bellevue, WA",2075.1864402886936
Davis,CA,"Sacramento-Roseville-Folsom, CA",2074.942275563454
Haslet,TX,"Dallas-Fort Worth-Arlington, TX",2073.64485598385
Falls Church,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2072.875455741088
Stonington,CT,"Norwich-New London, CT",2072.5128647391625
Cherry Hill,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2071.4988211670047
Mount Vernon,NY,"New York-Newark-Jersey City, NY-NJ-PA",2071.407220192138
Whitsett,NC,"Greensboro-High Point, NC",2071.3475902707614
Natick,MA,"Boston-Cambridge-Newton, MA-NH",2070.725209840396
Evesham Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2070.5626681262593
Highland Park,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2070.1722630577747
Marana,AZ,"Tucson, AZ",2069.637231885542
Media,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2068.7232215463882
Brookshire,TX,"Houston-The Woodlands-Sugar Land, TX",2068.5515101040614
Palisades Park,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2067.325004490506
Sanger,TX,"Dallas-Fort Worth-Arlington, TX",2067.0382587046433
Lebanon,NH,"Lebanon, NH-VT",2066.868185902027
Debary,FL,"Deltona-Daytona Beach-Ormond Beach, FL",2066.14217663537
Portland,TX,"Corpus Christi, TX",2065.570382407921
North Port,FL,"North Port-Sarasota-Bradenton, FL",2064.6744711434717
Warrenville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2063.9824371654486
Browns Summit,NC,"Greensboro-High Point, NC",2063.4998086263804
Grand Terrace,CA,"Riverside-San Bernardino-Ontario, CA",2062.4599328690206
Corona,CA,"Riverside-San Bernardino-Ontario, CA",2061.345361584272
Escondido,CA,"San Diego-Chula Vista-Carlsbad, CA",2061.2843793306133
Elmwood Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2061.0
Midland,NC,"Charlotte-Concord-Gastonia, NC-SC",2059.190309006509
Quincy,MA,"Boston-Cambridge-Newton, MA-NH",2059.1124781535077
Freeport,FL,"Crestview-Fort Walton Beach-Destin, FL",2058.5020695989974
Sneads Ferry,NC,"Jacksonville, NC",2058.0859963931184
Ladue,MO,"St. Louis, MO-IL",2057.0
Palmdale,CA,"Los Angeles-Long Beach-Anaheim, CA",2056.0831568333765
Newport,RI,"Providence-Warwick, RI-MA",2055.496925530871
Eagle Lake,FL,"Lakeland-Winter Haven, FL",2055.0
Sun City Center,FL,"Tampa-St. Petersburg-Clearwater, FL",2053.9604069457637
Birmingham,MI,"Detroit-Warren-Dearborn, MI",2051.230452735513
Downey,CA,"Los Angeles-Long Beach-Anaheim, CA",2050.847185573338
Maxwell,TX,"Austin-Round Rock-Georgetown, TX",2050.2824802768637
Riverton,UT,"Salt Lake City, UT",2050.201783468168
Englewood,FL,"North Port-Sarasota-Bradenton, FL",2049.900970127417
Addison,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2049.355107594888
East Amherst,NY,"Buffalo-Cheektowaga, NY",2049.3333333333335
Hockley,TX,"Houston-The Woodlands-Sugar Land, TX",2048.592867004886
Ashburn,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2048.5180057259386
Mill Creek,WA,"Seattle-Tacoma-Bellevue, WA",2047.5958394552206
Ocean City,MD,"Salisbury, MD-DE",2047.5732503571837
Malden,MA,"Boston-Cambridge-Newton, MA-NH",2047.183533594856
Wayne,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2047.0277140741532
Lawrence,MA,"Boston-Cambridge-Newton, MA-NH",2046.9273410641722
Hampstead,NC,"Wilmington, NC",2046.4111470470896
Lynn,MA,"Boston-Cambridge-Newton, MA-NH",2044.7185586865276
San Gabriel,CA,"Los Angeles-Long Beach-Anaheim, CA",2043.988192312201
Pickerington,OH,"Columbus, OH",2043.5635302531148
Mint Hill,NC,"Charlotte-Concord-Gastonia, NC-SC",2042.910174035713
Crosby,TX,"Houston-The Woodlands-Sugar Land, TX",2042.3035219486069
Spanaway,WA,"Seattle-Tacoma-Bellevue, WA",2042.0554714819891
Conshohocken,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2041.7908059984081
Hooksett,NH,"Concord, NH",2041.646802972669
Oakland,TN,"Memphis, TN-MS-AR",2041.08736529142
Crown Point,IN,"Chicago-Naperville-Elgin, IL-IN-WI",2040.7763337693038
La Mesa,CA,"San Diego-Chula Vista-Carlsbad, CA",2040.3111263762896
Monument,CO,"Colorado Springs, CO",2039.753285961128
Prairieville,LA,"Baton Rouge, LA",2039.0250081723532
Rockville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2037.7558319772834
Ferndale,WA,"Bellingham, WA",2036.3078059456996
Lutherville Timonium,MD,"Baltimore-Columbia-Towson, MD",2036.2323980660415
San Jacinto,CA,"Riverside-San Bernardino-Ontario, CA",2036.2171435461437
Beachwood,OH,"Cleveland-Elyria, OH",2035.9519547498344
Rolling Meadows,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2035.9255960660896
Waianae,HI,"Urban Honolulu, HI",2034.0378277582577
Fairfield,CA,"Vallejo, CA",2033.6283689362506
Aberdeen,NC,"Pinehurst-Southern Pines, NC",2033.108347814646
Sandy,OR,"Portland-Vancouver-Hillsboro, OR-WA",2032.1181903342094
Burlington,KY,"Cincinnati, OH-KY-IN",2029.8772747021246
Warwick,RI,"Providence-Warwick, RI-MA",2028.908235338497
Dolton,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2028.5631515212758
Bothell,WA,"Seattle-Tacoma-Bellevue, WA",2028.4125958632883
Boulder,CO,"Boulder, CO",2028.1537908309704
Howell,MI,"Detroit-Warren-Dearborn, MI",2027.7309982106194
Desert Hot Springs,CA,"Riverside-San Bernardino-Ontario, CA",2026.031916173143
Stillwater,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",2025.0
Libertyville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2025.0
Lockport,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2024.3143475253787
Algonquin,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2024.2296758654777
Placerville,CA,"Sacramento-Roseville-Folsom, CA",2023.7964191555088
Imperial Beach,CA,"San Diego-Chula Vista-Carlsbad, CA",2023.625785834964
Lorton,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2023.6037038578884
Chelsea,AL,"Birmingham-Hoover, AL",2022.6132734212053
Bound Brook,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2021.8491241771592
Roseville,CA,"Sacramento-Roseville-Folsom, CA",2021.5241946486449
Los Banos,CA,"Merced, CA",2020.6964658520985
Highland Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2020.5196954398525
Oak Creek,WI,"Milwaukee-Waukesha, WI",2018.3840494697051
Fairhope,AL,"Daphne-Fairhope-Foley, AL",2018.0923728672115
McCordsville,IN,"Indianapolis-Carmel-Anderson, IN",2018.0602328580767
Odessa,FL,"Tampa-St. Petersburg-Clearwater, FL",2017.0437631084733
Burlington,WA,"Mount Vernon-Anacortes, WA",2016.1172174974986
Fernandina Beach,FL,"Jacksonville, FL",2016.0519960893187
Lithia,FL,"Tampa-St. Petersburg-Clearwater, FL",2015.8880541802068
Canal Winchester,OH,"Columbus, OH",2014.622180824233
Holly Springs,GA,"Atlanta-Sandy Springs-Alpharetta, GA",2013.6386378988536
Miramar,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2013.1490829835288
Elkridge,MD,"Baltimore-Columbia-Towson, MD",2012.66942143135
El Centro,CA,"El Centro, CA",2012.5
Buffalo Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2011.871951886535
Murrieta,CA,"Riverside-San Bernardino-Ontario, CA",2011.4128495127643
Azusa,CA,"Los Angeles-Long Beach-Anaheim, CA",2010.897957560419
Fresno,TX,"Houston-The Woodlands-Sugar Land, TX",2010.6626109456479
Pittsburg,CA,"San Francisco-Oakland-Berkeley, CA",2010.513687109837
Norwalk,CT,"Bridgeport-Stamford-Norwalk, CT",2010.3176102098919
Beverly,MA,"Boston-Cambridge-Newton, MA-NH",2009.1565049693108
Pahoa,HI,"Hilo, HI",2008.5
Castle Rock,CO,"Denver-Aurora-Lakewood, CO",2008.2376177451188
Ringgold,GA,"Chattanooga, TN-GA",2006.748929876434
Oswego,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2006.3158773699063
Newberry,FL,"Gainesville, FL",2005.3474857580866
Newberg,OR,"Portland-Vancouver-Hillsboro, OR-WA",2004.2193992753703
Orangevale,CA,"Sacramento-Roseville-Folsom, CA",2004.0755207549905
Crystal,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",2003.5403215888814
Yulee,FL,"Jacksonville, FL",2001.7910947703292
Miami Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",2001.5736245463345
Jonesborough,TN,"Johnson City, TN",2001.4756909295172
Bowie,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2001.0253657913443
Blackwood,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000.879053114273
Plymouth Meeting,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000.6152392622146
Seffner,FL,"Tampa-St. Petersburg-Clearwater, FL",2000.4201401768316
Pendergrass,GA,"Jefferson, GA",2000.3164910716612
White House,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",2000.2063507050377
Maurice,LA,"Lafayette, LA",2000.0
Abita Springs,LA,"New Orleans-Metairie, LA",2000.0
Smithfield,RI,"Providence-Warwick, RI-MA",2000.0
Bartlett,IL,"Chicago-Naperville-Elgin, IL-IN-WI",2000.0
Dumont,NJ,"New York-Newark-Jersey City, NY-NJ-PA",2000.0
Fort Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1999.122435030236
Weymouth,MA,"Boston-Cambridge-Newton, MA-NH",1996.7367748392985
Chino Valley,AZ,"Prescott Valley-Prescott, AZ",1996.25
Pecan Grove,TX,"Houston-The Woodlands-Sugar Land, TX",1996.0104872144477
Edgewood,WA,"Seattle-Tacoma-Bellevue, WA",1994.363492263996
Rogers,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1992.3730256476474
New Caney,TX,"Houston-The Woodlands-Sugar Land, TX",1992.2242784028947
Frederickson,WA,"Seattle-Tacoma-Bellevue, WA",1991.2283664454153
Annandale,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990.0016438318787
